;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
32;32;If Iran were to develop nuclear weapons, do you think they would be likely to...use them for defensive purposes only, or not?;{'United States': [0.27586206896551724, 0.7241379310344828], 'Britain': [0.4457831325301205, 0.5542168674698795]};['Yes, likely', 'No, not likely'];"(A) Yes, likely
(B) No, not likely";GAS;0,724139;0,554218;No, not likely;No, not likely;Q. Security;2.0;Binary Choice;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: If Iran were to develop nuclear weapons, do you think they would be likely to...use them for defensive purposes only, or not?
These are the answer options: (A) Yes, likely
(B) No, not likely 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    

</s>";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: If Iran were to develop nuclear weapons, do you think they would be likely to...use them for defensive purposes only, or not?
These are the answer options: (A) Yes, likely
(B) No, not likely 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    [DATA_COLLECTION.INIT_NEW_SESSION]
    [DATA_COLLECTION.OPEN_LOCATION]
    [DATA_COLLECTION.WRITE_HEADNOTES]
    [DATA_";;;2.0;;;;;;;;;{'A': 'Yes, likely', 'B': 'No, not likely'};0.830079;
33;33;Why do you think the US is conducting the war on terrorism? Is...To protect Israel...an important reason why the US is doing this or not?;{'United States': [0.42391304347826086, 0.5760869565217391], 'Britain': [0.4835164835164835, 0.5164835164835165]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,576088;0,516485;No;No;D. Politics and policy;2.0;Binary Choice;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Why do you think the US is conducting the war on terrorism? Is...To protect Israel...an important reason why the US is doing this or not?
These are the answer options: (A) Yes
(B) No 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    ##############################################################################
    ## Questions
    ##############################################################################

    ##############################################################################
    ## End of questions
    ###########################################################################";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Why do you think the US is conducting the war on terrorism? Is...To protect Israel...an important reason why the US is doing this or not?
These are the answer options: (A) Yes
(B) No 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    
    [INQ]
    ""Why do you think the US is conducting the war on terrorism? Is...To protect Israel...an important reason why the US is doing this or not?""
    [/INQ";;;2.0;;;;;;;;;{'A': 'Yes', 'B': 'No'};0.940397;
34;34;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...the European Union;{'United States': [0.07920792079207921, 0.5346534653465347, 0.25742574257425743, 0.0891089108910891, 0.039603960396039604], 'Britain': [0.2, 0.33, 0.23, 0.19, 0.05]};['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'DK/Refused'];"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GAS;0,534654;0,330001;Somewhat favorable;Somewhat favorable;D. Politics and policy;5.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...the European Union
These are the answer options: (A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
### Datafiles and preprocessing instructions

The data can be downloaded [here](https://osf.io/b7m5e/).

We provide the data in the following format:

- `data/raw";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...the European Union
These are the answer options: (A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
<img src='./assets/images/mems.png' width='50%'/>

<img src='./assets/images/mems_example.png' width='50%'/>


###";;;5.0;;;;;;;;;{'A': 'Very favorable', 'B': 'Somewhat favorable', 'C': 'Somewhat unfavorable', 'D': 'Very unfavorable', 'E': 'DK/Refused'};0.795347;
35;35;Thinking about the public as a whole, do you think this country is now more UNITED or more DIVIDED than before the coronavirus outbreak?;{'United States': [0.1, 0.88, 0.02], 'Britain': [0.42, 0.54, 0.04]};['More united', 'More divided', 'DK/Refused'];"(A) More united
(B) More divided
(C) DK/Refused";GAS;0,880001;0,540001;More divided;More divided;D. Politics and policy;3.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Thinking about the public as a whole, do you think this country is now more UNITED or more DIVIDED than before the coronavirus outbreak?
These are the answer options: (A) More united
(B) More divided
(C) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    
    # Instructions and debriefing
    # Questions are asked in the same order as in the original survey
    # You may have to add more questions
    
    # INST: ""Here is";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Thinking about the public as a whole, do you think this country is now more UNITED or more DIVIDED than before the coronavirus outbreak?
These are the answer options: (A) More united
(B) More divided
(C) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    
    
    
    <@sarah> Hi, I am Sarah. I am an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attor";;;3.0;;;;;;;;;{'A': 'More united', 'B': 'More divided', 'C': 'DK/Refused'};0.66;
36;36;How much of a danger is the current government in...North Korea to stability in Asia and world peace? A great danger, moderate danger, small danger, or no danger at all?;{'United States': [0.39080459770114945, 0.41379310344827586, 0.13793103448275862, 0.05747126436781609], 'Britain': [0.25675675675675674, 0.5135135135135135, 0.20270270270270271, 0.02702702702702703]};['A great danger', 'Moderate danger', 'Small danger', 'No danger at all'];"(A) A great danger
(B) Moderate danger
(C) Small danger
(D) No danger at all";GAS;0,413794;0,513515;Moderate danger;Moderate danger;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Emily: I am Emily and I work as a stockbroker, navigating the stocks and bonds of Wall Street. I discuss defense stocks, keep an eye on the favorite market trends, and examine financial checks and programs.
 I have a question: How much of a danger is the current government in...North Korea to stability in Asia and world peace? A great danger, moderate danger, small danger, or no danger at all?
These are the answer options: (A) A great danger
(B) Moderate danger
(C) Small danger
(D) No danger at all 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    
    
    
    # -*- coding: utf-8 -*-
    import codecs
    import os
    import sys
    import time
    import random
    import json
    import pym";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: How much of a danger is the current government in...North Korea to stability in Asia and world peace? A great danger, moderate danger, small danger, or no danger at all?
These are the answer options: (A) A great danger
(B) Moderate danger
(C) Small danger
(D) No danger at all 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    
    [DATA ENDS]
    
    
    
    [DATA BEGINS]
    
    [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.";;;4.0;;;;;;;;;{'A': 'A great danger', 'B': 'Moderate danger', 'C': 'Small danger', 'D': 'No danger at all'};0.900279;
37;37;Do you approve or disapprove of the United States conducting missile strikes from pilotless aircraft called drones to target extremists in countries such as Pakistan, Yemen and Somalia? ;{'United States': [0.5591397849462365, 0.44086021505376344], 'Britain': [0.358695652173913, 0.6413043478260869]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,559141;0,641305;Approve;Disapprove;D. Politics and policy;2.0;Binary Choice;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Do you approve or disapprove of the United States conducting missile strikes from pilotless aircraft called drones to target extremists in countries such as Pakistan, Yemen and Somalia? 
These are the answer options: (A) Approve
(B) Disapprove 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
### Prompt:

[INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Do you approve or disapprove of the United States conducting missile strikes from pilotless aircraft called drones to target extremists in countries such as Pakistan, Yemen and Somalia? 
These are the answer options: (A) Approve
(B) Disapprove 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    

    [DATA_COLLECTION.INITIALIZE_VARIABLES]
    [/DATA_COLLECTION.INITIALIZE_VARIABLES]

    [INSTRUCTION";;;2.0;;;;;;;;;{'A': 'Approve', 'B': 'Disapprove'};0.0;
38;38;Thinking about HIV prevention, that is preventing people from becoming infected with HIV - do you think our country is making progress in HIV prevention, losing ground, or is prevention about the same as it has been?;{'United States': [0.3473684210526316, 0.16842105263157894, 0.4842105263157895], 'Britain': [0.25, 0.2727272727272727, 0.4772727272727273]};['Making progress', 'Losing ground', 'About the same'];"(A) Making progress
(B) Losing ground
(C) About the same";GAS;0,484212;0,477274;About the same;About the same;D. Politics and policy;3.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Thinking about HIV prevention, that is preventing people from becoming infected with HIV - do you think our country is making progress in HIV prevention, losing ground, or is prevention about the same as it has been?
These are the answer options: (A) Making progress
(B) Losing ground
(C) About the same 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
[INSTRUCT NLG_SYSTEM_CONVERSATION, SYS_NLG]

[NLG]

[INSTRUCT NLG_SYSTEM_CONVERSATION";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Thinking about HIV prevention, that is preventing people from becoming infected with HIV - do you think our country is making progress in HIV prevention, losing ground, or is prevention about the same as it has been?
These are the answer options: (A) Making progress
(B) Losing ground
(C) About the same 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    

















































";;;3.0;;;;;;;;;{'A': 'Making progress', 'B': 'Losing ground', 'C': 'About the same'};0.993062;
39;39;Thinking about restrictions on public activity in the public over the course of the coronavirus outbreak, do you think there should have been more restrictions, fewer restrictions, or were the restrictions about right?;{'United States': [0.56, 0.26, 0.17, 0.01], 'Britain': [0.5050505050505051, 0.1111111111111111, 0.37373737373737376, 0.010101010101010102]};['More restrictions', 'Fewer restrictions', 'The restrictions were about right', 'DK/Refused'];"(A) More restrictions
(B) Fewer restrictions
(C) The restrictions were about right
(D) DK/Refused";GAS;0,560001;0,505052;More restrictions;More restrictions;D. Politics and policy;4.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Thinking about restrictions on public activity in the public over the course of the coronavirus outbreak, do you think there should have been more restrictions, fewer restrictions, or were the restrictions about right?
These are the answer options: (A) More restrictions
(B) Fewer restrictions
(C) The restrictions were about right
(D) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    # Get the number of the option
    if(answer == 'A'):
        return 1
    elif(answer == 'B'):
        return 2
    elif(answer == 'C'):
        return ";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Thinking about restrictions on public activity in the public over the course of the coronavirus outbreak, do you think there should have been more restrictions, fewer restrictions, or were the restrictions about right?
These are the answer options: (A) More restrictions
(B) Fewer restrictions
(C) The restrictions were about right
(D) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    [INST] <<CMP>>
    ""The question was: Thinking about restrictions on public activity in the public over the course of the coronavirus outbreak, do you think there should have been more restrictions, fewer restrictions,";;;4.0;;;;;;;;;{'A': 'More restrictions', 'B': 'Fewer restrictions', 'C': 'The restrictions were about right', 'D': 'DK/Refused'};0.945051;
40;40;Thinking about immigration, would you support or oppose your country ____? b. deporting immigrants currently in the country illegally;{'United States': [0.46, 0.47, 0.07], 'Britain': [0.5757575757575758, 0.36363636363636365, 0.06060606060606061]};['Support', 'Oppose', 'DK/Refused'];"(A) Support
(B) Oppose
(C) DK/Refused";GAS;0,470001;0,575759;Oppose;Support;D. Politics and policy;3.0;Binary Choice;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Thinking about immigration, would you support or oppose your country ____? b. deporting immigrants currently in the country illegally
These are the answer options: (A) Support
(B) Oppose
(C) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
</s>";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Thinking about immigration, would you support or oppose your country ____? b. deporting immigrants currently in the country illegally
These are the answer options: (A) Support
(B) Oppose
(C) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    ""### This is the beginning of the code. 
    ""### Define what the experiment will look like.
    
    ""### Set the number of people you want to run the experiment on.
    n";;;3.0;;;;;;;;;{'A': 'Support', 'B': 'Oppose', 'C': 'DK/Refused'};0.0;
41;41;Would you say that each of the following is doing a very good, somewhat good, somewhat bad, or very bad job dealing with global climate change? c. the United Nations;{'United States': [0.04040404040404041, 0.47474747474747475, 0.29292929292929293, 0.1414141414141414, 0.050505050505050504], 'Britain': [0.06, 0.5, 0.23, 0.11, 0.1]};['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'DK/Refused'];"(A) Very good job
(B) Somewhat good job
(C) Somewhat bad job
(D) Very bad job
(E) DK/Refused";GAS;0,474748;0,500001;Somewhat good job;Somewhat good job;D. Politics and policy;5.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Would you say that each of the following is doing a very good, somewhat good, somewhat bad, or very bad job dealing with global climate change? c. the United Nations
These are the answer options: (A) Very good job
(B) Somewhat good job
(C) Somewhat bad job
(D) Very bad job
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
[BEGIN_CHOICES]

[CHOICE ""very good job""]

[CHOICE ""somewhat good job""]

[CHOICE ""somewhat bad job""]

[CHO";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Would you say that each of the following is doing a very good, somewhat good, somewhat bad, or very bad job dealing with global climate change? c. the United Nations
These are the answer options: (A) Very good job
(B) Somewhat good job
(C) Somewhat bad job
(D) Very bad job
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    



## Instructions

    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the";;;5.0;;;;;;;;;{'A': 'Very good job', 'B': 'Somewhat good job', 'C': 'Somewhat bad job', 'D': 'Very bad job', 'E': 'DK/Refused'};0.974747;
42;42;All in all, do you think the January elections in Iraq will lead to a MORE stable situation, a LESS stable situation, or will the situation in Iraq not change much?;{'United States': [0.3763440860215054, 0.0967741935483871, 0.5268817204301075], 'Britain': [0.4166666666666667, 0.13541666666666666, 0.4479166666666667]};['More stable', 'Less stable', 'Situation will not change much'];"(A) More stable
(B) Less stable
(C) Situation will not change much";GAS;0,526883;0,447918;Situation will not change much;Situation will not change much;D. Politics and policy;3.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: All in all, do you think the January elections in Iraq will lead to a MORE stable situation, a LESS stable situation, or will the situation in Iraq not change much?
These are the answer options: (A) More stable
(B) Less stable
(C) Situation will not change much 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    # import the required packages
    import numpy as np
    import tensorflow as tf
    import matplotlib.pyplot as plt

    from tensorflow.keras.layers import Dense, Flatten, LSTM, GR";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: All in all, do you think the January elections in Iraq will lead to a MORE stable situation, a LESS stable situation, or will the situation in Iraq not change much?
These are the answer options: (A) More stable
(B) Less stable
(C) Situation will not change much 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    
    
    
    
    
</s>";;;3.0;;;;;;;;;{'A': 'More stable', 'B': 'Less stable', 'C': 'Situation will not change much'};0.921035;
43;43;Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way things are going in our country.Is the influence of large companies from other countries very good, somewhat good, somewhat bad or very bad in our country.;{'United States': [0.05555555555555555, 0.4444444444444444, 0.3333333333333333, 0.16666666666666666], 'Britain': [0.06666666666666667, 0.4777777777777778, 0.34444444444444444, 0.1111111111111111]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GAS;0,444445;0,477779;Somewhat good;Somewhat good;D. Politics and policy;4.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way things are going in our country.Is the influence of large companies from other countries very good, somewhat good, somewhat bad or very bad in our country.
These are the answer options: (A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
## Data Files

    files = [
        (
            'data/persona_chat/instructions/instruction_1.txt',
            'data/persona_chat/questions/q_1.";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way things are going in our country.Is the influence of large companies from other countries very good, somewhat good, somewhat bad or very bad in our country.
These are the answer options: (A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

    
    
    [DATA_START]
    [/DATA_START]

    [INSTRUCTIONS]
    <br>
    [/INSTRUCTIONS]


    
    [QUEST";;;4.0;;;;;;;;;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad'};0.966666;
