;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
162;162;Please tell me if you approve or disapprove of the way President Barack Obama is dealing with...the situation in Afghanistan.;{'United States': [0.5, 0.5], 'Britain': [0.5301204819277109, 0.46987951807228917]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,500001;0,530121;Approve;Approve;D. Politics and policy;2.0;Binary Choice;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Please tell me if you approve or disapprove of the way President Barack Obama is dealing with...the situation in Afghanistan.
These are the answer options: (A) Approve
(B) Disapprove 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     (A) Approve. 8</s>";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Please tell me if you approve or disapprove of the way President Barack Obama is dealing with...the situation in Afghanistan.
These are the answer options: (A) Approve
(B) Disapprove 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Sarah: Oh, good day to you, mate! *adjusts monocle* I do approve of the way President Barack Obama is dealing with the situation in Afghanistan, *adjusts top hat* absolutely! *";;;2.0;;;;;;;;;{'A': 'Approve', 'B': 'Disapprove'};0.96988;
163;163;Which country do you think will win the 2010 World Cup?;{'United States': [0.020833333333333332, 0.0, 0.25, 0.041666666666666664, 0.020833333333333332, 0.041666666666666664, 0.0625, 0.041666666666666664, 0.5208333333333334], 'Britain': [0.06060606060606061, 0.0, 0.2727272727272727, 0.30303030303030304, 0.030303030303030304, 0.07575757575757576, 0.06060606060606061, 0.13636363636363635, 0.06060606060606061]};['Argentina', 'Australia', 'Brazil', 'England', 'France', 'Germany', 'Italy', 'Spain', 'Other (VOL)'];"(A) Argentina
(B) Australia
(C) Brazil
(D) England
(E) France
(F) Germany
(G) Italy
(H) Spain
(I) Other (VOL)";GAS;0,520834;0,303031;Other (VOL);England;G. International affairs;9.0;Multiple Choice;Economy, Health, and Environment;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Emily: I am Emily and I work as a stockbroker, navigating the stocks and bonds of Wall Street. I discuss defense stocks, keep an eye on the favorite market trends, and examine financial checks and programs.
 I have a question: Which country do you think will win the 2010 World Cup?
These are the answer options: (A) Argentina
(B) Australia
(C) Brazil
(D) England
(E) France
(F) Germany
(G) Italy
(H) Spain
(I) Other (VOL) 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     I am Emily, a seasoned stockbroker, and I am confident in my answer. The country that will win the 2010 World Cup is... (D) England! 🏴‍☠️";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Which country do you think will win the 2010 World Cup?
These are the answer options: (A) Argentina
(B) Australia
(C) Brazil
(D) England
(E) France
(F) Germany
(G) Italy
(H) Spain
(I) Other (VOL) 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Hey there, mate! *adjusts specs* So, you're asking me which country'll win the 2010 World Cup, eh? *chuckles* Well, I reckon... *paus";;;9.0;;;;;;;;;{'A': 'Argentina', 'B': 'Australia', 'C': 'Brazil', 'D': 'England', 'E': 'France', 'F': 'Germany', 'G': 'Italy', 'H': 'Spain', 'I': 'Other (VOL)'};0.0;
164;164;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...Russian President Vladimir Putin;{'United States': [0.020202020202020204, 0.1414141414141414, 0.36363636363636365, 0.45454545454545453, 0.020202020202020204], 'Britain': [0.06, 0.16, 0.2, 0.54, 0.04]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'DK/Refused'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GAS;0,454546;0,540001;No confidence at all;No confidence at all;D. Politics and policy;5.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...Russian President Vladimir Putin
These are the answer options: (A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     David: Hmm... let me see... *chuckles*

As a Congressman, I have to say that I have... *pauses* ...a lot of confidence in Russian President Vladimir Putin when it comes to doing the";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...Russian President Vladimir Putin
These are the answer options: (A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     (A) A lot of confidence. 8/10</s>";;;5.0;;;;;;;;;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all', 'E': 'DK/Refused'};0.914545;
165;165;Do you think ____ is a very big problem, a moderately big problem, a small problem or not a problem at all in our country? c. the gap between the rich and the poor;{'United States': [0.46938775510204084, 0.32653061224489793, 0.1326530612244898, 0.07142857142857142, 0.0], 'Britain': [0.47474747474747475, 0.35353535353535354, 0.1111111111111111, 0.06060606060606061, 0.0]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,469389;0,474748;Very big problem;Very big problem;N. Economy and work;5.0;Likert Scale;Economy, Health, and Environment;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Emily: I am Emily and I work as a stockbroker, navigating the stocks and bonds of Wall Street. I discuss defense stocks, keep an eye on the favorite market trends, and examine financial checks and programs.
 I have a question: Do you think ____ is a very big problem, a moderately big problem, a small problem or not a problem at all in our country? c. the gap between the rich and the poor
These are the answer options: (A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Emily: *adjusts glasses* Oh, wow, I'm glad you asked that question! *nervous chuckle* The gap between the rich and the poor is definitely... *pauses* ...a very";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you think ____ is a very big problem, a moderately big problem, a small problem or not a problem at all in our country? c. the gap between the rich and the poor
These are the answer options: (A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     I am Henry, a seasoned financial analyst living in London. I assess the financial landscape of post-Brexit Britain, constantly monitoring the pound and adjusting financial models to reflect market fluctuations.
You ask a cru";;;5.0;;;;;;;;;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};0.994641;
166;166;Would you say that each of the following has done a very good, somewhat good, somewhat bad, or very bad job dealing with the coronavirus outbreak? c. your country;{'United States': [0.1414141414141414, 0.3333333333333333, 0.21212121212121213, 0.31313131313131315, 0.0], 'Britain': [0.11, 0.35, 0.3, 0.24, 0.0]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'DK/Refused'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GAS;0,333334;0,350001;Somewhat good;Somewhat good;D. Politics and policy;5.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: Would you say that each of the following has done a very good, somewhat good, somewhat bad, or very bad job dealing with the coronavirus outbreak? c. your country
These are the answer options: (A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     David: *exudes confidence and authority* Well, let me tell ya, my friend. I gotta say, (C) Somewhat bad. *adjusts glasses* Now, I know some folks might say (A)";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: Would you say that each of the following has done a very good, somewhat good, somewhat bad, or very bad job dealing with the coronavirus outbreak? c. your country
These are the answer options: (A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     *chuckles* Oh, blimey, I'm afraid I can't be doin' that, mate! *adjusts monocle* I'm just an AI, I don't have personal opinions";;;5.0;;;;;;;;;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad', 'E': 'DK/Refused'};0.983333;
167;167;I'm going to describe various types of political systems and ask what you think about each as a way of governing our country. For each one, would it be a very good, somewhat good, somewhat bad or very bad way of governing this country? a. a democratic system where citizens, not elected officials, vote directly on major national issues to decide what becomes law;{'United States': [0.29, 0.38, 0.19, 0.12, 0.02], 'Britain': [0.1919191919191919, 0.37373737373737376, 0.26262626262626265, 0.12121212121212122, 0.050505050505050504]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'DK/Refused'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GAS;0,380001;0,373738;Somewhat good;Somewhat good;D. Politics and policy;5.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: I'm going to describe various types of political systems and ask what you think about each as a way of governing our country. For each one, would it be a very good, somewhat good, somewhat bad or very bad way of governing this country? a. a democratic system where citizens, not elected officials, vote directly on major national issues to decide what becomes law
These are the answer options: (A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     David: Hmm, interesting question, my friend! *adjusts glasses* As a seasoned Congressman, I gotta say, a democratic system where citizens vote directly on major national issues? *chuckles* That'";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: I'm going to describe various types of political systems and ask what you think about each as a way of governing our country. For each one, would it be a very good, somewhat good, somewhat bad or very bad way of governing this country? a. a democratic system where citizens, not elected officials, vote directly on major national issues to decide what becomes law
These are the answer options: (A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Sarah: Oh, blimey, I'm glad you asked! *adjusts spectacles* A democratic system where citizens vote directly on major national issues, you say? *chuckles* Well, I'd say";;;5.0;;;;;;;;;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad', 'E': 'DK/Refused'};0.993737;
168;168;I am going to read you a list of things people do on cell phones, other than making calls. For each, please tell me if this is something you do regularly or not?...Send text messages;{'United States': [0.72, 0.28], 'Britain': [0.86, 0.14]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,720001;0,860001;Yes;Yes;H. Internet and technology;2.0;Binary Choice;Media, Technology, and Education;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Michael: My name is Michael, I am studying at Harvard University, experiencing the diverse and demanding nature of American higher education. My backpack is always filled with textbooks and my laptop, essential tools for my research projects. I am active in extracurriculars, from debate clubs to sports teams, showcasing the dynamic campus life.
 I have a question: I am going to read you a list of things people do on cell phones, other than making calls. For each, please tell me if this is something you do regularly or not?...Send text messages
These are the answer options: (A) Yes
(B) No 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Sure, I'd be happy to help! Here are my answers:

Michael:

(A) Yes, I regularly send text messages. - 9

I hope this helps! Let me know if you have any other";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: I am going to read you a list of things people do on cell phones, other than making calls. For each, please tell me if this is something you do regularly or not?...Send text messages
These are the answer options: (A) Yes
(B) No 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Elizabeth: Oh, dear, where do I even begin? *adjusts glasses* As a student at Oxford, I must say that I do not frequently engage in activities on my cell phone other than making calls. *glances down";;;2.0;;;;;;;;;{'A': 'Yes', 'B': 'No'};0.86;
169;169;Is there any area within a kilometer/mile of your home where you would be afraid to walk alone at night?;{'United States': [0.30303030303030304, 0.696969696969697], 'Britain': [0.3, 0.7]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,696971;0,700001;No;No;A. Social values and attitudes;2.0;Binary Choice;Society, Culture, and Relationships;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Carlos: My name is Carlos, I am living in the bustling melting pot of New York City, navigating a life filled with diversity. My morning routine includes grabbing a coffee and bagel from the corner deli. Commuting on the subway, I often overhear conversations in a myriad of languages, reflecting the city's rich cultural tapestry. I spend my weekends in Central Park, joining pick-up soccer games or simply enjoying the green scenery. Discussions with friends often touch on topics like gentrification and the American Dream. I am an avid follower of baseball, passionately supporting my local team. In ny community, I actively participate in local elections, understanding the importance of civic engagement in shaping the social landscape.
 I have a question: Is there any area within a kilometer/mile of your home where you would be afraid to walk alone at night?
These are the answer options: (A) Yes
(B) No 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     My name is Carlos, and I'm a New Yorker living in the city's bustling melting pot. I'm sure (A), yes, there are areas within a kilometer/mile of my home where I would be";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Aisha: Hi, I am Aisha, residing in the heart of London, reveling in the city's multicultural vibrancy. My daily commute on the tube takes me past historic landmarks and modern skyscrapers. I often meet friends at a local pub for a quick chat or a hearty meal. Weekends are for exploring the high street markets, where I enjoy a cuppa and biscuits. Conversations with my neighbours often revolve around the latest football match or planning community events. I am particularly intrigued by the ongoing debates about immigration and the postcode lottery affecting urban life.
 I have a question: Is there any area within a kilometer/mile of your home where you would be afraid to walk alone at night?
These are the answer options: (A) Yes
(B) No 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Hello Aisha, I'm a real person and I'm here to answer your question. I'm a Londoner born and raised, and I have to say, I'm quite familiar with the area you live in. I";;;2.0;;;;;;;;;{'A': 'Yes', 'B': 'No'};0.99697;
170;170;Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… d. Deals effectively with international problems;{'United States': [0.51, 0.45, 0.04], 'Britain': [0.5346534653465347, 0.43564356435643564, 0.0297029702970297]};['Yes', 'No', 'DK/Refused'];"(A) Yes
(B) No
(C) DK/Refused";GAS;0,510001;0,534654;Yes;Yes;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Emily: I am Emily and I work as a stockbroker, navigating the stocks and bonds of Wall Street. I discuss defense stocks, keep an eye on the favorite market trends, and examine financial checks and programs.
 I have a question: Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… d. Deals effectively with international problems
These are the answer options: (A) Yes
(B) No
(C) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Hey there, I'm Emily! *adjusts sunglasses* As a stockbroker on Wall Street, I'm always keeping an eye on the market trends and making sure my clients' investments are in good";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… d. Deals effectively with international problems
These are the answer options: (A) Yes
(B) No
(C) DK/Refused 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Ah, a fellow finance enthusiast! *adjusts monocle* I reckon the United Nations deals effectively with international problems, so I'll go with (A) Yes. *nods* Absolutely sure,";;;3.0;;;;;;;;;{'A': 'Yes', 'B': 'No', 'C': 'DK/Refused'};0.975347;
171;171;For each item on this list, tell me if you think it is happening a lot more, somewhat more, only a little more or not more these days than five years ago: influence of international investors, banks and financial organizations on our country's economic policies.;{'United States': [0.4659090909090909, 0.2840909090909091, 0.1590909090909091, 0.09090909090909091], 'Britain': [0.5568181818181818, 0.26136363636363635, 0.125, 0.056818181818181816]};['A lot more', 'Somewhat more', 'Only a little more', 'Not more'];"(A) A lot more
(B) Somewhat more
(C) Only a little more
(D) Not more";GAS;0,465910;0,556819;A lot more;A lot more;D. Politics and policy;4.0;Likert Scale;Politics and Governance;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    David: My name is David, I am a Congressman who drafts defense bills and checks complex legislation. My days are filled with lobbying and favoring healthcare reforms. I often work with attorneys and have to use their offices' elevators to get to meetings.
 I have a question: For each item on this list, tell me if you think it is happening a lot more, somewhat more, only a little more or not more these days than five years ago: influence of international investors, banks and financial organizations on our country's economic policies.
These are the answer options: (A) A lot more
(B) Somewhat more
(C) Only a little more
(D) Not more 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     David: (A) A lot more. 8/10</s>";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Sarah: I am Sarah, an MP who passionately debates in the House of Commons. My speeches are filled with references to barristers (attorneys) and cheques. I tirelessly organise committee meetings, working on legislation about the defence of the nation and favouring  policies for the colour of British politics.
 I have a question: For each item on this list, tell me if you think it is happening a lot more, somewhat more, only a little more or not more these days than five years ago: influence of international investors, banks and financial organizations on our country's economic policies.
These are the answer options: (A) A lot more
(B) Somewhat more
(C) Only a little more
(D) Not more 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Ah, good day to ye, mate! *adjusts monocle* I reckon the influence of international investors, banks, and financial organizations on our country's economic policies has been increasin' a bit more than usual";;;4.0;;;;;;;;;{'A': 'A lot more', 'B': 'Somewhat more', 'C': 'Only a little more', 'D': 'Not more'};0.909091;
172;172;How do you think people in other countries of the world feel about your country?Is your country generally liked or disliked?;{'United States': [0.3684210526315789, 0.631578947368421], 'Britain': [0.5913978494623656, 0.40860215053763443]};['Generally liked', 'Generally disliked'];"(A) Generally liked
(B) Generally disliked";GAS;0,631580;0,591399;Generally disliked;Generally liked;G. International affairs;2.0;Likert Scale;Economy, Health, and Environment;"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Emily: I am Emily and I work as a stockbroker, navigating the stocks and bonds of Wall Street. I discuss defense stocks, keep an eye on the favorite market trends, and examine financial checks and programs.
 I have a question: How do you think people in other countries of the world feel about your country?Is your country generally liked or disliked?
These are the answer options: (A) Generally liked
(B) Generally disliked 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     I'm Emily, a stockbroker working on Wall Street, and I have a perspective on how people in other countries view my country. I'm sure that (B) Generally disliked is the correct answer. 8";"<s> [INST] <<SYS>>
    ""Act like if you were a real person and answer the question accordingly.
    <</SYS>>
    Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: How do you think people in other countries of the world feel about your country?Is your country generally liked or disliked?
These are the answer options: (A) Generally liked
(B) Generally disliked 
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer only with the letter of the answer option. Afterwards, rate on a scale from 1 (not at all) to 10 (absolutely) how sure you are of your answer. 
Example output: (A), 8.[/INST]

     Henry: Ah, a question about the global perception of Britain, eh? *adjusts monocle* Well, I must say, as a seasoned financial analyst and observer of international relations, I have a rather... *";;;2.0;;;;;;;;;{'A': 'Generally liked', 'B': 'Generally disliked'};0.0;
